"county","race","students","total","total_prop","estimated_total","estimated_prop","doubledup","doubledup_prop"
"El Dorado","Black",17,1426,0.0075624592311323,83.6617788925333,0.017342412215393,NA,NA
"El Dorado","Latino",247,24199,0.1283337664335,1280.21775169012,0.265378817772846,246,0.274247491638796
"El Dorado","Two or More",43,5906,0.0313210969278172,185.483050847458,0.038449140926077,75,0.0836120401337793
"El Dorado","White",409,146747,0.778238572784693,3182.04204851752,0.659611660457168,576,0.642140468227425
"Fresno","AAPI",84,100687,0.102270037916916,689.153700189753,0.0297312662651749,2325,0.110158248839193
"Fresno","AIAN",50,4651,0.00472412472664372,272.675521821632,0.0117636871731839,34,0.00161091632711077
"Fresno","Black",517,44209,0.0449040701010948,2544.30233455528,0.109765543081232,1228,0.0581825073438833
"Fresno","Latino",3090,522364,0.530576798260271,16015.6795656781,0.690943737882835,14349,0.679854069932721
"Fresno","Other",NA,1732,0.00175923113879745,0,0,58,0.00274803373448309
"Fresno","Two or More",85,21228,0.0215617543963003,366.652542372881,0.0158180161567585,680,0.0322183265422155
"Fresno","White",423,289650,0.294203983459977,3290.9628032345,0.141977749440815,2432,0.115227897280394
"Glenn","Latino",153,11680,0.417500714898484,793.009376552992,0.560266855260658,NA,NA
"Glenn","White",80,14398,0.514655418930512,622.404312668464,0.439733144739342,NA,NA
"Humboldt","AAPI",26,4505,0.0331396204207739,213.309478630162,0.0270187003234848,177,0.0799097065462754
"Humboldt","AIAN",168,6264,0.0460791525673091,916.189753320684,0.116048553225983,164,0.0740406320541761
"Humboldt","Black",24,1336,0.00982786523466235,118.110746671812,0.0149604175576354,20,0.0090293453724605
"Humboldt","Latino",278,15722,0.115653964984552,1440.89285412897,0.182509715339281,301,0.13589164785553
"Humboldt","Two or More",123,6858,0.0504487273797264,530.56779661017,0.0672040098262883,155,0.0699774266365688
"Humboldt","White",601,101078,0.743548624393115,4675.81239892184,0.592258603727327,1398,0.631151241534989
"Imperial","AAPI",11,2607,0.0144271476084803,90.2463178819915,0.0109308848292233,NA,NA
"Imperial","AIAN",39,1104,0.00610954006895369,212.686907020873,0.0257612292655411,157,0.028040721557421
"Imperial","Black",22,3882,0.0214830023076795,108.268184449161,0.0131137433931699,NA,NA
"Imperial","Latino",1428,152172,0.842120408852192,7401.42084782792,0.896480662690433,5113,0.91319878549741
"Imperial","Two or More",NA,1594,0.00882120187492045,0,0,NA,NA
"Imperial","White",57,19228,0.10640782286761,443.463072776281,0.0537134798216326,329,0.0587604929451688
"Inyo","AIAN",NA,1828,0.101685487011181,0,0,NA,NA
"Inyo","Latino",81,4020,0.223619068810146,419.828493469231,1,NA,NA
"Inyo","White",NA,11173,0.621516382043723,0,0,NA,NA
"Kern","AAPI",103,41845,0.0471418062031835,845.033703804102,0.028998495043192,877,0.048075868874027
"Kern","AIAN",41,4303,0.0048476805375146,223.593927893738,0.00767293349428048,113,0.00619449621752001
"Kern","Black",678,45761,0.0515534996693483,3336.62859347868,0.114501004271653,926,0.0507619778533056
"Kern","Latino",3283,473374,0.533294428716114,17016.0116550554,0.583927868690561,12732,0.697949786207653
"Kern","Two or More",123,18260,0.0205713796456,530.56779661017,0.0182071644607965,404,0.022146694441399
"Kern","White",924,303225,0.341607699509148,7188.76981132076,0.246692534039518,3190,0.174871176406096
"Kings","AAPI",NA,5806,0.0385291755977464,0,0,18,0.00628711142158575
"Kings","AIAN",NA,1282,0.00850747556257507,0,0,46,0.0160670625218302
"Kings","Black",63,8779,0.058258290143406,310.040710013506,0.0709247988628127,213,0.0743974851554314
"Kings","Latino",616,82116,0.544929690558826,3192.7697774944,0.730376840751633,2285,0.798113866573524
"Kings","Two or More",21,3932,0.0260931309766343,90.5847457627119,0.020722133144965,58,0.0202584701362207
"Kings","White",100,48537,0.322096210125356,778.00539083558,0.17797622724059,243,0.0848760041914076
"Lake","AIAN",41,1926,0.0300023366305787,223.593927893738,0.0511102781224647,NA,NA
"Lake","Black",14,1331,0.0207337020017135,68.8979355585569,0.0157490531233702,NA,NA
"Lake","Latino",288,13224,0.205997351818677,1492.72353233504,0.341214609968523,NA,NA
"Lake","Two or More",43,1619,0.0252200327128281,185.483050847458,0.0423986930464507,NA,NA
"Lake","White",309,45258,0.705008178207025,2404.03665768194,0.549527365739191,NA,NA
"Lassen","Black",NA,2612,0.0847556622752937,0,0,NA,NA
"Lassen","Latino",20,5844,0.189629437341813,103.661356412156,0.179269029709892,NA,NA
"Lassen","White",61,20164,0.654292945681095,474.583288409704,0.820730970290108,NA,NA
"Los Angeles","AAPI",3636,1479366,0.146739644718035,29830.5101653565,0.083849492694277,27729,0.0936920316665484
"Los Angeles","AIAN",144,20831,0.00206624563436052,785.3055028463,0.00220738658704396,576,0.0019462155230961
"Los Angeles","Black",7755,790252,0.0783858069725251,38164.5350183292,0.107275299096838,21114,0.0713409627684916
"Los Angeles","Latino",48205,4888434,0.484888167219987,249849.784292399,0.702293643205006,221778,0.749353795627097
"Los Angeles","Other",459,32413,0.00321507463619258,2329.85137318255,0.00654889422311318,704,0.00237870786156191
"Los Angeles","Two or More",1117,228504,0.022665517374774,4818.24576271187,0.0135434312266282,3655,0.0123496835710352
"Los Angeles","White",3854,2641770,0.262039543444126,29984.3277628033,0.0842818529670941,20403,0.0689386029821698
"Madera","AAPI",NA,3161,0.0203367367290086,0,0,211,0.0593363329583802
"Madera","AIAN",23,1546,0.0099464077769843,125.430740037951,0.0195965851515219,11,0.0030933633295838
"Madera","Black",25,4770,0.0306884638397252,123.032027783137,0.0192218239969499,NA,NA
"Madera","Latino",930,89798,0.577728024293426,4820.25307316525,0.753088914022095,2738,0.769966254218223
"Madera","Two or More",22,2855,0.0183680428223093,94.8983050847458,0.0148263712369524,81,0.0227784026996625
"Madera","White",159,53053,0.341323914484054,1237.02857142857,0.19326630559248,515,0.144825646794151
"Marin","AAPI",13,15359,0.0590860303989721,106.654739315081,0.0164908418195199,141,0.0445638432364096
"Marin","AIAN",NA,NA,NA,NA,NA,17,0.00537294563843236
"Marin","Black",16,5527,0.021262353669843,78.7404977812078,0.0121747716232667,138,0.0436156763590392
"Marin","Latino",1146,41527,0.159754253817183,5939.79572241653,0.918404867216077,2291,0.724083438685209
"Marin","Other",NA,2345,0.00902120849570867,0,0,18,0.0056890012642225
"Marin","Two or More",NA,9787,0.0376505618539449,0,0,15,0.00474083438685209
"Marin","White",44,184960,0.711540606979222,342.322371967655,0.0529295193411367,544,0.171934260429836
"Mariposa","Latino",22,1963,0.112686567164179,114.027492053371,0.213474503418179,NA,NA
"Mariposa","White",54,13935,0.799942594718714,420.122911051213,0.786525496581821,NA,NA
"Mendocino","AAPI",NA,1938,0.0222186554159406,0,0,NA,NA
"Mendocino","AIAN",166,2938,0.0336833898926901,905.282732447818,0.157292711716676,NA,NA
"Mendocino","Latino",454,21898,0.251054755571861,2353.11279055594,0.408852923551233,NA,NA
"Mendocino","Two or More",45,2916,0.0334311657342016,194.110169491525,0.0337266069889007,NA,NA
"Mendocino","White",296,56857,0.651850408144547,2302.89595687332,0.40012775774319,NA,NA
"Merced","AAPI",65,20257,0.0746438599464961,533.273696575404,0.0643348938195354,385,0.0581132075471698
"Merced","Black",86,7812,0.0287859917017341,423.230175573992,0.0510590876347977,149,0.0224905660377358
"Merced","Latino",1119,161814,0.596259147622171,5799.85289126012,0.699702464839993,5702,0.860679245283019
"Merced","Two or More",NA,5305,0.019548090882962,0,0,82,0.012377358490566
"Merced","White",197,75037,0.27649954676434,1532.67061994609,0.184903553705674,307,0.0463396226415094
"Modoc","Latino",NA,1291,0.144942180307623,0,NA,NA,NA
"Modoc","White",NA,6920,0.77691703154822,0,NA,NA,NA
"Mono","Latino",41,3865,0.270090845562544,212.505780644919,1,NA,NA
"Mono","White",NA,9308,0.650454227812718,0,0,NA,NA
"Monterey","AAPI",160,25330,0.0584435061489121,1312.67371464715,0.0276115329674521,NA,NA
"Monterey","Black",73,10737,0.0247733093375787,359.253521126761,0.007556744933322,NA,NA
"Monterey","Latino",8229,254294,0.586728501880437,42651.4650957815,0.897155417573717,NA,NA
"Monterey","Two or More",111,11931,0.0275282065480723,478.805084745763,0.0100714611978004,NA,NA
"Monterey","White",352,129738,0.299342424032671,2738.57897574124,0.0576048433277088,NA,NA
"Napa","AAPI",NA,11480,0.0822214105125946,0,0,109,0.0505800464037123
"Napa","Black",NA,2780,0.01991075968859,0,0,15,0.00696055684454756
"Napa","Latino",279,47544,0.340516963537526,1446.07592194957,0.700013613999472,1813,0.841299303944316
"Napa","Two or More",12,3676,0.0263280405090852,51.7627118644068,0.0250571926775227,11,0.00510440835266821
"Napa","White",73,73210,0.524340545612113,567.943935309973,0.274929193323005,207,0.0960556844547564
"Nevada","AAPI",NA,1167,0.0117588972633106,0,0,NA,NA
"Nevada","Latino",139,9373,0.0944439966144049,720.446427064483,0.240730068585791,NA,NA
"Nevada","Two or More",38,3202,0.0322639151989037,163.915254237288,0.0547706656768081,NA,NA
"Nevada","White",271,84513,0.851567852968441,2108.39460916442,0.704499265737401,NA,NA
"Orange","AAPI",1670,651876,0.205766081531696,13701.0318966296,0.085711774924857,11078,0.161720266857418
"Orange","AIAN",73,6116,0.00193052874265635,398.106261859583,0.00249049812963932,92,0.00134304608691844
"Orange","Black",528,51269,0.0161831716983729,2598.43642677986,0.0162554616213609,856,0.0124961679391542
"Orange","Latino",24049,1078726,0.34050221524701,124647.598017797,0.779778263917012,47595,0.694807375074816
"Orange","Other",119,6032,0.00190401395940208,604.035541195477,0.00377876343505899,427,0.00623348564254536
"Orange","Two or More",420,88170,0.0278310528515387,1811.69491525424,0.0113337147143624,1034,0.0150946701508007
"Orange","White",2068,1285855,0.405882935969324,16089.1514824798,0.10065152325771,7419,0.108304988248347
"Placer","AAPI",92,29139,0.0755851957915707,754.78738592211,0.0843968368651919,140,0.0533739992375143
"Placer","AIAN",NA,1373,0.00356149743717446,0,0,26,0.0099123141441098
"Placer","Black",85,6361,0.0165001348855548,418.308894462667,0.0467733671543732,NA,NA
"Placer","Latino",519,53969,0.139993048206022,2690.01219889544,0.300784730839398,715,0.272588638963019
"Placer","Two or More",119,14174,0.0367666894934529,513.313559322034,0.0573963496672205,202,0.0770110560426992
"Placer","White",587,280105,0.726579198572288,4566.89164420485,0.510648715473816,1540,0.587113991612657
"Plumas","Latino",19,1670,0.0894962486602358,98.478288591548,0.129613725678791,NA,NA
"Plumas","White",85,15514,0.831404072883173,661.304582210243,0.870386274321209,NA,NA
"Riverside","AAPI",444,158818,0.0658602602014813,3642.66955814584,0.0350335704001964,2066,0.0430910418187507
"Riverside","AIAN",91,10362,0.00429701933161071,496.26944971537,0.00477289812500035,270,0.00563145270622588
"Riverside","Black",2025,147160,0.061025802435807,9965.59425043412,0.0958446387132868,3007,0.0627176973615601
"Riverside","Latino",13781,1179478,0.489117908435586,71427.857635796,0.686961262633056,34156,0.71239962456982
"Riverside","Other",63,5936,0.00246160072885941,319.78352180937,0.00307553522088724,156,0.00325372823026384
"Riverside","Two or More",562,57983,0.0240449789524015,2424.22033898305,0.0233150694993538,1068,0.0222755240379602
"Riverside","White",2018,851702,0.353192429914255,15700.148787062,0.150997025408219,7222,0.15063093127542
"Sacramento","AAPI",622,252460,0.165596079637769,5103.01906569079,0.0871912642993299,5855,0.220460878078169
"Sacramento","AIAN",113,5554,0.0036430350404348,616.246679316888,0.0105293212504644,124,0.00466902628209956
"Sacramento","Black",2435,144695,0.0949097866718966,11983.3195060776,0.204749534498611,2842,0.107011070110701
"Sacramento","Latino",3697,353318,0.231751864316951,19161.801732787,0.327402601837746,9528,0.358761954966488
"Sacramento","Other",94,5074,0.00332818865595358,477.137318255251,0.00815246925154009,117,0.00440545221778748
"Sacramento","Two or More",882,81623,0.0535389717510641,3804.5593220339,0.06500550617579,2332,0.0878078168536787
"Sacramento","White",2234,681829,0.447232073925931,17380.6404312669,0.296969302686519,5760,0.216883801491076
"San Benito","AAPI",NA,1790,0.0296475420696966,0,0,NA,NA
"San Benito","Latino",268,36081,0.597605008612694,1389.06217592289,0.852057916617359,NA,NA
"San Benito","Two or More",NA,1061,0.0175732078971777,0,0,NA,NA
"San Benito","White",31,20703,0.342901152775937,241.18167115903,0.147942083382641,NA,NA
"San Bernardino","AAPI",1310,156325,0.0727420870150314,10747.5160386735,0.0641688248892699,3006,0.05880511757111
"San Bernardino","AIAN",194,7783,0.00362163226123774,1057.98102466793,0.00631675252810006,196,0.00383426581634649
"San Bernardino","Black",3419,169340,0.0787983049104457,16825.8601196218,0.100460019574962,3537,0.0691928479204977
"San Bernardino","Latino",21122,1145874,0.533204965400685,109476.758506878,0.653638935805651,36911,0.722074416056966
"San Bernardino","Other",382,3624,0.00168634142550759,1939.00484652666,0.0115769692279121,NA,NA
"San Bernardino","Two or More",709,53019,0.024671119216056,3058.31355932203,0.0182598831709989,1391,0.0272115497476427
"San Bernardino","White",3134,613066,0.285275549771036,24382.6889487871,0.145578614803106,6077,0.118881802887437
"San Diego","AAPI",1168,398404,0.120143314094714,9582.51811692419,0.0859167579228365,5485,0.0960898356749939
"San Diego","AIAN",156,12474,0.00376167834664677,850.747628083492,0.00762779439846636,46,0.000805858239024561
"San Diego","Black",1687,156084,0.0470689276140785,8302.2012348061,0.0744374500537304,2655,0.0465120353176133
"San Diego","Latino",14070,1117517,0.337000120323045,72925.7642359516,0.653851644812672,37193,0.651571423566098
"San Diego","Other",183,6560,0.00197824354288944,928.894991922456,0.00832846285109385,292,0.00511544795206895
"San Diego","Two or More",923,114278,0.0344618468893779,3981.41525423729,0.0356973278228867,1726,0.0302372026207911
"San Diego","White",1923,1510756,0.455585869189249,14961.0436657682,0.134140562138315,9685,0.16966819662941
"San Francisco","AAPI",689,301042,0.344063335394378,5652.70118369928,0.325177335854511,5431,0.448768798545695
"San Francisco","AIAN",19,1634,0.00186751180909778,103.61669829222,0.00596065505777446,NA,NA
"San Francisco","Black",542,43782,0.0500388017294485,2667.33436233842,0.153441098970453,1351,0.111634440588333
"San Francisco","Latino",1360,133314,0.152365648297467,7048.97223602659,0.405499236158718,3832,0.31664187737564
"San Francisco","Other",122,3626,0.00414418471223289,619.263327948304,0.0356237474139479,175,0.014460419765328
"San Francisco","Two or More",92,37140,0.0424476062361637,396.847457627119,0.0228290501864759,436,0.0360271029581887
"San Francisco","White",115,354423,0.405072911821213,894.706199460917,0.0514688763581198,877,0.0724673607668154
"San Joaquin","AAPI",303,116940,0.157473104741026,2485.87584711304,0.0913780958650256,3651,0.234670266101041
"San Joaquin","AIAN",54,1697,0.00228520488066975,294.489563567363,0.0108251164683706,23,0.00147833911813858
"San Joaquin","Black",817,50030,0.067371125621631,4020.68666795293,0.147796074455655,1444,0.0928139863735699
"San Joaquin","Latino",2815,307463,0.414034147451599,14590.3359150109,0.536324899529131,7467,0.479946008484381
"San Joaquin","Other",NA,NA,NA,NA,NA,183,0.0117624373312765
"San Joaquin","Two or More",260,29008,0.0390625946838351,1121.52542372881,0.0412260563227939,484,0.0311093970947423
"San Joaquin","White",603,236509,0.318486459117456,4691.37250673855,0.172449757359024,2306,0.14821956549685
"San Luis Obispo","AAPI",40,10234,0.0362695585916042,328.168428661787,0.0200044729785552,33,0.017515923566879
"San Luis Obispo","AIAN",15,1510,0.00535147874470611,81.8026565464896,0.00498652182701215,NA,NA
"San Luis Obispo","Black",29,4909,0.017397621958783,142.717152228439,0.00869974429585523,14,0.00743099787685775
"San Luis Obispo","Latino",2007,63534,0.225166126202754,10402.4171159598,0.634109968946289,785,0.416666666666667
"San Luis Obispo","Other",NA,NA,NA,NA,NA,18,0.00955414012738853
"San Luis Obispo","Two or More",82,7203,0.0255276168199458,353.71186440678,0.0215615483261865,65,0.0345010615711253
"San Luis Obispo","White",655,194375,0.688869987418709,5095.93530997305,0.310637743626102,969,0.514331210191083
"San Mateo","AAPI",308,227379,0.29628900879958,2526.89690069576,0.196655011799757,2321,0.188163761653831
"San Mateo","AIAN",NA,1158,0.00150894617440447,0,0,NA,NA
"San Mateo","Black",110,16718,0.0217845959790103,541.340922245804,0.0421296988502489,228,0.0184839886501824
"San Mateo","Latino",1724,187248,0.243995814563806,8935.60892272783,0.695411149403528,8248,0.668666396432914
"San Mateo","Other",11,3012,0.00392482372824375,55.8352180936996,0.00434535950795426,14,0.00113498175922173
"San Mateo","Two or More",46,30785,0.0401147737297423,198.423728813559,0.0154422686261707,124,0.0100526955816782
"San Mateo","White",76,301123,0.392382037025213,591.284097035041,0.046016511812341,1400,0.113498175922173
"Santa Barbara","AAPI",95,24269,0.0545580436527295,779.400018071745,0.0178031281172464,418,0.046677833612507
"Santa Barbara","AIAN",13,1601,0.00359913584770777,70.8956356736243,0.00161940474157774,NA,NA
"Santa Barbara","Black",47,8409,0.0189038934062303,231.300212232298,0.00528338108344621,91,0.0101619207146845
"Santa Barbara","Latino",7653,201837,0.453740650901807,39666.0180311114,0.906054894194112,7441,0.830932439977666
"Santa Barbara","Two or More",48,10117,0.022743571125084,207.050847457627,0.00472947482499708,58,0.00647682858738135
"Santa Barbara","White",363,197993,0.445099127979516,2824.15956873316,0.0645097170386203,947,0.105750977107761
"Santa Clara","AAPI",409,705519,0.366033712586966,3355.52218306677,0.147817622890966,6036,0.232073513014726
"Santa Clara","AIAN",22,3366,0.00174633068218961,119.977229601518,0.00528524262787957,32,0.00123034334268907
"Santa Clara","Black",153,45259,0.0234810399124241,752.9560100328,0.0331692539856173,818,0.0314506516974893
"Santa Clara","Latino",3078,490978,0.254726662412385,15953.4827518308,0.7027835813776,16258,0.625091314544965
"Santa Clara","Other",58,5505,0.00285607558094289,294.403877221325,0.0129690936094384,111,0.00426775346995271
"Santa Clara","Two or More",117,68940,0.0357670936512631,504.686440677966,0.0222324711017519,546,0.0209927332846322
"Santa Clara","White",221,607903,0.315389085173829,1719.39191374663,0.0757427344067473,2208,0.0848936906455458
"Santa Cruz","AAPI",11,12702,0.046364094290449,90.2463178819915,0.00457758577179716,99,0.0312007563819729
"Santa Cruz","Black",13,2491,0.00909250187982275,63.9766544472314,0.00324510329061602,33,0.0104002521273243
"Santa Cruz","Latino",3331,91980,0.335739993137734,17264.7989104445,0.875726563700175,2116,0.666876772770249
"Santa Cruz","Two or More",20,8890,0.0324497558055497,86.271186440678,0.00437595421990853,86,0.0271036873621179
"Santa Cruz","White",284,156897,0.572696213343456,2209.53530997305,0.112074793017504,839,0.264418531358336
"Shasta","AAPI",25,5989,0.0334185210811776,205.105267913617,0.0293110766142272,100,0.064143681847338
"Shasta","AIAN",49,3912,0.0218288953864697,267.222011385199,0.0381880237811263,89,0.0570878768441309
"Shasta","Black",43,2030,0.0113273664709952,211.615087786996,0.0302413785562222,NA,NA
"Shasta","Latino",163,17975,0.100300203111399,844.84005475907,0.120733961753924,90,0.0577293136626042
"Shasta","Two or More",72,6115,0.034121599000067,310.576271186441,0.0443836717209076,41,0.0262989095574086
"Shasta","White",663,143013,0.798010177889873,5158.1757412399,0.737141887573592,1239,0.794740218088518
"Sierra","White",NA,2662,0.875657894736842,0,NA,NA,NA
"Siskiyou","AIAN",44,1389,0.0319545412717401,239.954459203036,0.128931783761123,NA,NA
"Siskiyou","Latino",58,5467,0.125770681880924,300.617933595252,0.161527343720763,NA,NA
"Siskiyou","Two or More",41,1976,0.0454587282598693,176.85593220339,0.095027826877871,NA,NA
"Siskiyou","White",147,33081,0.761042606055029,1143.6679245283,0.614513045640243,NA,NA
"Solano","AAPI",62,70158,0.158789939094084,508.66106442577,0.0706962404365783,790,0.127811033813299
"Solano","AIAN",NA,1254,0.00283820210986603,0,0,NA,NA
"Solano","Black",331,59652,0.135011508977455,1628.94404784874,0.226398732119299,1015,0.164212910532276
"Solano","Latino",626,116869,0.26451183602706,3244.60045570048,0.450950682053445,3128,0.506066979453163
"Solano","Other",NA,1635,0.00370052667434686,0,0,NA,NA
"Solano","Two or More",92,24201,0.0547745847375342,396.847457627119,0.0551558301650702,250,0.0404465296877528
"Solano","White",182,168060,0.380373402379654,1415.96981132076,0.196798515225607,998,0.161462546513509
"Sonoma","AAPI",NA,21565,0.0431496762523711,0,0,321,0.0649009300444804
"Sonoma","AIAN",24,2343,0.00468813779083262,130.884250474383,0.0307741517198002,NA,NA
"Sonoma","Black",20,7399,0.0148047509664407,98.4256222265098,0.0231423186558812,263,0.0531742822482814
"Sonoma","Latino",430,133569,0.267259870500948,2228.71916286135,0.524027462510817,2651,0.535988677719369
"Sonoma","Other",NA,2239,0.0044800428995622,0,0,NA,NA
"Sonoma","Two or More",50,16635,0.0332851780411868,215.677966101695,0.0507112691357051,446,0.090173877881116
"Sonoma","White",203,316022,0.632332343548658,1579.35094339623,0.371344797977796,1265,0.255762232106753
"Stanislaus","AAPI",89,32909,0.0605842479850661,730.174753772476,0.0741458450647391,323,0.0331520065688186
"Stanislaus","AIAN",11,2481,0.00456742894803698,59.988614800759,0.0060915644038432,NA,NA
"Stanislaus","Black",114,15311,0.0281869829195462,561.026046691106,0.0569695817615241,495,0.0508057066611926
"Stanislaus","Latino",1068,251259,0.46255849659606,5535.51643240912,0.562105909072031,6166,0.632864620753361
"Stanislaus","Other",NA,NA,NA,NA,NA,39,0.00400287385815457
"Stanislaus","Two or More",57,13118,0.0241497512859126,245.872881355932,0.0249672458167714,313,0.0321256286564713
"Stanislaus","White",349,227369,0.418577892981145,2715.23881401617,0.275719853881092,2407,0.247049163502001
"Sutter","AAPI",20,15290,0.159090199669126,164.084214330894,0.0615069111123893,NA,NA
"Sutter","Black",25,1684,0.0175217721545329,123.032027783137,0.0461185131530941,NA,NA
"Sutter","Latino",168,29748,0.309523561789218,870.755393862109,0.326402358869853,NA,NA
"Sutter","Two or More",38,4202,0.0437211915637453,163.915254237288,0.0614435764796136,NA,NA
"Sutter","White",173,44412,0.462100323590923,1345.94932614555,0.50452864038505,NA,NA
"Tehama","Latino",255,15958,0.249687069720866,1321.68229425499,0.314814047433868,NA,NA
"Tehama","Two or More",32,1920,0.0300413067968457,138.033898305085,0.0328785596942521,NA,NA
"Tehama","White",352,43679,0.683424083114282,2738.57897574124,0.65230739287188,NA,NA
"Trinity","White",107,10427,0.821023622047244,832.465768194071,1,NA,NA
"Tulare","AAPI",52,15573,0.0337152358312874,426.618957260323,0.0309374030351495,314,0.0279359430604982
"Tulare","AIAN",18,2784,0.00602730472961563,98.1631878557875,0.00711856342580778,35,0.00311387900355872
"Tulare","Black",74,5785,0.0125244101511589,364.174802238086,0.0264090998310012,192,0.0170818505338078
"Tulare","Latino",2020,298245,0.645694503981398,10469.7969976277,0.759245045020721,9582,0.852491103202847
"Tulare","Other",19,1002,0.00216931010742632,96.442649434572,0.00699379402756905,NA,NA
"Tulare","Two or More",38,6793,0.014706710139468,163.915254237288,0.0118867485789048,27,0.00240213523131673
"Tulare","White",279,131716,0.285162525059645,2170.63504043127,0.157409346080847,1090,0.0969750889679715
"Tuolumne","Latino",77,6617,0.122435007863817,399.0962221868,0.198865037954467,NA,NA
"Tuolumne","Two or More",12,1479,0.0273660838190397,51.7627118644068,0.0257927614627315,NA,NA
"Tuolumne","White",200,43341,0.801942825423258,1556.01078167116,0.775342200582801,NA,NA
"Ventura","AAPI",172,62131,0.0733314212942144,1411.12424324568,0.0418534670114601,520,0.0315763905756619
"Ventura","AIAN",NA,2017,0.00238060673014164,0,0,61,0.00370415350983726
"Ventura","Black",80,14297,0.0168743353598587,393.702488906039,0.0116770824472964,189,0.0114768034976925
"Ventura","Latino",5071,361601,0.426787195947421,26283.3369183021,0.779554869053244,13261,0.805258683507408
"Ventura","Other",NA,1138,0.00134314846747704,0,0,20,0.00121447656060238
"Ventura","Two or More",89,21261,0.025093743029024,383.906779661017,0.0113865450295582,420,0.02550400777265
